,age,age,age,age,avg_absences,avg_absences,avg_absences,avg_absences,avg_absences,female,female,female,female,id_s_fr,id_s_fr,id_s_fr,id_s_fr,perf_a,perf_a,perf_a,perf_a,perf_a,perf_b,perf_b,perf_b,perf_b,perf_c,perf_c,perf_c,perf_c,perf_c
64911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64916,42.0,43.0,43.0,,8.743374800000002,8.7708502,8.789816900000002,,,1.0,1.0,1.0,,3000010175.0,3000010175.0,3000010175.0,,,,,,,,,,,,,,,
64921,59.0,60.0,61.0,,8.5957432,8.6040106,8.800226199999997,,,1.0,1.0,1.0,,3000010175.0,3000010175.0,3000010175.0,,-0.493815861,0.385350092,-1.125801982,,,,,,,-0.49381587,-0.68915737,-1.0530975,,
64937,43.0,44.0,45.0,46.0,8.0223026,8.019411999999999,8.7977715,1.570945,0.46716064,0.0,0.0,0.0,0.0,3000010134.0,3000010288.0,3000010134.0,3000010134.0,-0.472891671,-0.360575756,-2.0038378530000003,-0.961379116,-0.48763407,,,,,-0.47289166,-2.4724730999999998,-1.6226758,-1.1090093,-1.0908514
64969,60.0,61.0,62.0,,8.0802002,8.642850900000001,8.474342300000002,,,0.0,0.0,0.0,,3000010380.0,3000010380.0,3000010380.0,,0.05469327,0.430365318,-0.267368889,,,,,,,0.05469327,0.16870262,-0.26736888,,
64986,44.0,45.0,46.0,47.0,8.8617172,8.1165667,8.568305,1.820619,0.75765377,1.0,1.0,1.0,1.0,3000010364.0,3000010364.0,3000010364.0,3000010364.0,0.276751904,0.367637355,-0.902262827,-0.421528454,-1.127826132,,,,,0.27675191,0.1780422,-0.09811063099999999,-0.42152846,-1.1278261
64990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64992,40.0,41.0,42.0,43.0,8.6609287,8.9145241,8.4223719,1.5399112,0.28989738,1.0,1.0,1.0,1.0,,,,,,0.325700962,,,,,,,,,0.32570097,,,
64999,40.0,41.0,42.0,43.0,8.0499353,8.222641000000001,8.503828,1.5782943,0.82848662,1.0,1.0,1.0,1.0,,,,,0.512521436,1.768303854,,,,,,,,0.51252145,1.7683039,,,
65000,40.0,41.0,42.0,43.0,8.2775726,8.4989758,8.7376575,1.9632472,0.31818217,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,0.277002966,0.04303793,0.240455832,2.533140464,0.520061135,-0.7451338190000001,-1.16809742,1.341393934,-0.469290465,-0.43058565,-0.55786425,0.019863823,0.080196053,0.10512866
65009,53.0,54.0,55.0,56.0,8.602709800000001,8.515332199999998,8.5585756,2.0925338,0.30664313,0.0,0.0,0.0,0.0,3000010362.0,3000010362.0,3000010362.0,3000010362.0,0.5459095310000001,-0.24335816,-0.091930295,1.033824348,-1.218933521,,,,,0.54590952,0.12301762,0.17423373,0.80517608,0.2772246
65025,42.0,43.0,44.0,45.0,8.3945313,8.6617737,8.06635,1.9824554,0.18179658,1.0,1.0,1.0,1.0,3000010110.0,3000010110.0,3000010110.0,3000010110.0,0.789607403,0.918783679,1.769637238,-0.092300859,-0.141076182,0.042733856,-0.150675226,-0.390071646,0.5801654820000001,0.11134357,0.52680302,0.77548969,0.60268122,0.15850115
65044,,,,,8.8529682,7.9365082,8.742567999999999,1.3181504,0.45529523,,,,,,,,,0.5185367120000001,0.791255485,0.25661964800000003,-2.016808959,-0.893088542,,,,,0.51853669,-0.78523362,-1.1105331,-0.54037541,-1.7137543000000002
65051,46.0,47.0,48.0,49.0,8.7136412,7.9202061000000015,8.751466800000001,2.0922902,,1.0,1.0,1.0,1.0,3000010282.0,,,,-2.808916607,,,,,,,,,-2.8089166000000003,,,,
65057,44.0,45.0,46.0,47.0,8.735481300000002,7.9361429,8.219347,1.5450695,0.49061647,0.0,0.0,0.0,0.0,3000010144.0,3000010144.0,3000010144.0,3000010144.0,0.096192377,-0.223959549,-1.610325816,-1.323587169,,-0.628072349,-1.080146076,-0.212943048,-0.5611613639999999,-0.28250077,-0.69393158,-1.0597056,-0.70059288,
65070,54.0,55.0,56.0,57.0,8.627937300000001,7.9316335,8.6776056,1.8522986,0.63019764,0.0,0.0,0.0,0.0,3000010180.0,3000010190.0,3000010190.0,3000010180.0,-0.972726478,0.153936851,-0.752275466,0.427579239,-0.460232189,,,,,-0.97272646,-0.86924416,-0.18754184,0.48360768,-0.13497154
65071,46.0,47.0,48.073528,49.0,8.480459199999999,8.081831900000001,8.8854313,1.9437793,0.001993622,1.0,1.0,1.0,1.0,3000010106.0,3000010106.0,3000010144.0,3000010106.0,-0.5910764860000001,-0.6518987829999999,0.158450932,-0.163873895,-0.312991439,,,,,-0.59107649,-0.023310922,0.21931785,0.29618773,0.63226563
65088,50.0,51.0,52.0,53.0,8.1292601,8.616225199999999,8.827760699999997,1.2614813,0.97668695,0.0,0.0,0.0,0.0,3000010364.0,3000010364.0,3000010364.0,3000010364.0,0.360954665,0.139868563,0.281006045,0.055731971,0.453429254,,,,,0.36095464,0.83451867,0.74469525,0.74242693,1.1884736999999999
65090,50.0,51.0,52.0,53.0,7.9126186,8.2933235,8.7849789,1.7399718000000002,0.86623162,0.0,0.0,0.0,0.0,3000010362.0,3000010362.0,3000010362.0,3000010362.0,,,,,,,,,,,,,,
65120,50.0,51.0,52.0,53.0,8.255636200000001,8.2149382,9.0299416,1.2320555,0.23790552,0.0,0.0,0.0,0.0,3000010175.0,3000010140.0,3000010140.0,3000010140.0,-0.223109945,-0.236777762,-0.082070703,-1.505361226,-0.935949006,0.247466704,-0.046626024,-0.902639566,0.24397199100000005,0.18502392,-0.37437674,-0.35451564,-0.5315491,-0.9164290999999999
65129,38.0,39.0,40.0,41.0,8.627634,8.5996056,8.612326600000001,1.9930075,0.18002719,1.0,1.0,1.0,1.0,3000010140.0,3000010140.0,3000010140.0,3000010140.0,0.851510248,1.100369493,1.434931626,0.971857059,0.593698951,,-0.10268917,-0.411181315,0.658656744,0.85151029,0.15475711,0.60939813,0.38197044,0.85338533
65140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65143,43.0,44.0,45.0,46.0,8.2053976,8.680563000000001,8.379099799999999,1.3933418,0.87914652,0.0,0.0,0.0,0.0,3000010368.0,3000010368.0,3000010368.0,3000010368.0,-1.348316737,-0.424073399,0.6991003990000001,0.935928113,-0.29848261,,,,,-1.3483167999999999,0.014454333,0.7161907,0.31897226,-0.29848263
65184,38.0,39.0,40.0,41.0,8.7143555,8.131271400000001,8.659717599999999,1.5244328,0.5690977,1.0,1.0,1.0,1.0,3000010364.0,3000010364.0,3000010364.0,3000010364.0,0.970773997,1.191527117,-0.186158609,-0.706314579,-0.613066591,,,,,0.97077394,-0.19321415,-0.57053733,-0.45892352,0.71955603
65192,48.0,49.0,50.0,51.0,8.324421899999999,8.680228199999998,8.184083900000001,1.8237062,0.36465219,0.0,0.0,0.0,0.0,3000010167.0,3000010167.0,3000010167.0,3000010156.0,0.361718915,1.327419364,0.39219661,1.438611026,0.786059376,,,,,0.36171892,1.3274194,0.32731465,0.95780367,0.54861158
65208,42.0,43.0,44.0,45.0,7.9008012,8.0246134,8.7122412,2.1061642000000003,0.81875366,1.0,1.0,1.0,1.0,3000010323.0,3000010323.0,3000010323.0,3000010323.0,-0.237415335,0.039405123,1.502300247,1.047154994,1.41947762,,,,,-0.23741533,0.51830477,1.1967013000000002,0.61829925,0.21472767
65212,39.0,40.0,41.0,,8.7119761,8.751661300000002,8.5268335,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
65214,,,,45.0,,,,1.9470695,,,,,0.0,,,,3000010625.0,,,,-1.56252737,,,,,-0.32118219800000003,,,,-1.3744128,
65224,,,,,8.158884,8.8687582,8.05054,,,,,,,,,,,,,,,,,,,,,,,,
65237,54.0,55.0,56.0,57.0,8.3885012,8.6430693,8.1435852,1.8364848000000005,0.08739382,1.0,1.0,1.0,1.0,3000010225.0,3000010225.0,3000010225.0,3000010225.0,,,,,,,,,,,,,,
65244,49.0,50.0,51.0,,8.158597,8.1078882,8.397640199999998,,,0.0,0.0,0.0,,3000010362.0,3000010362.0,3000010362.0,,-0.416684346,0.038260342,0.314939963,,,,,,,-0.41668433,0.015493471000000002,0.31493998,,
65273,44.0,45.0,46.0,47.0,8.1384115,8.6674213,8.8547688,1.340202,0.96580136,0.0,0.0,0.0,0.0,3000010368.0,3000010021.0,,,0.276479698,,,,,,,,,0.27647969,,,,
65280,,,,,8.7894573,7.9708595,8.5670824,1.8240414,0.74491018,,,,,,,,,,,,,,,,,,,,,,
65297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65310,,,41.0,42.0,,,8.3344946,1.4160984,0.64069194,,,1.0,1.0,,,,,,,,,,,,,,,,,,
65317,,,,,8.3553686,8.577150300000001,8.3290291,1.8845379,0.033026122000000005,,,,,,,,,,,,,,,,,,,,,,
65346,,,,,8.262487400000001,8.4749508,8.4433422,1.907813,0.38081038,,,,,,,,,,,,,,,,,,,,,,
65378,38.0,39.0,40.0,41.0,8.3962851,8.0331488,8.3679371,1.2275018999999998,0.19693132,1.0,1.0,1.0,1.0,3000010151.0,3000010151.0,3000010151.0,3000010151.0,,,-0.369727486,-0.17994978399999995,0.138230237,,,,,,,-0.55362511,-0.035400052,-0.41772109
65397,49.086956,50.0,51.0,52.0,8.52812,8.7855549,8.0525141,1.457369,0.80787152,1.0,1.0,1.0,1.0,3000010311.0,3000010363.0,3000010363.0,3000010363.0,,,,,,,,,,,,,,
65409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65423,41.0,42.0,43.0,44.0,8.360730199999999,8.777001400000001,8.6419563,2.0416861,0.38547519,1.0,1.0,1.0,1.0,3000010155.0,3000010155.0,3000010155.0,3000010155.0,0.970551637,1.02584643,2.28171138,0.779986063,0.348733086,,0.903850085,,,0.97055167,1.0271587,2.0577171,0.6403513000000001,0.20387575
65440,,,,,8.111553200000001,8.5711966,8.6200037,,,,,,,,,,,,,,,,,,,,,,,,
65461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65497,47.0,48.0,49.0,50.0,8.487484,8.8745651,8.259326,1.631752,0.61854511,1.0,1.0,1.0,1.0,3000010316.0,3000010316.0,3000010316.0,3000010316.0,0.989114809,1.884864395,-0.024974822,0.70325942,0.15315743699999998,,,,,0.73015881,1.2962325000000001,-0.33246252,0.55236095,0.82718951
65512,47.0,48.027779,49.0,50.032001,8.5569677,8.802161199999997,8.6328306,1.572257,,0.0,0.0,0.0,0.0,3000010161.0,3000010161.0,3000010161.0,3000010161.0,-0.754287556,-0.211252775,-1.19102961,-3.116889517,,-1.040498313,-1.049054624,0.866461011,-1.472170251,-0.76742363,-0.89128202,-0.53871679,-2.3504174,
65514,39.0,40.0,41.0,42.0,7.9518766,8.271884,8.2148848,1.7365923,0.19422461,0.0,0.0,0.0,0.0,3000010144.0,3000010144.0,3000010144.0,3000010144.0,-0.161562972,-0.2836767,-0.968459811,-0.552118229,-0.54841884,-0.858840341,0.315165799,-3.102775635,0.101505901,-0.31290051,0.069005579,-1.5846434,-0.48543835,-0.35445479
65545,41.0,42.0,43.0,44.0,8.763052,8.0982418,8.3497686,1.1196518999999998,0.82481772,0.0,0.0,0.0,0.0,3000010110.0,3000010110.0,3000010110.0,3000010110.0,-0.508779702,-0.271025105,0.442193457,0.353216152,-1.845071088,-0.34783403700000004,-0.56182375,-1.021663718,0.388034482,-0.48016778,-0.27454013,0.0415565,0.27157727,-0.98900896
65554,44.0,45.0,46.0,47.0,8.5660658,8.065847400000001,8.937089,1.2638515,0.20665871,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
65580,,,,,8.7127705,8.8596134,8.8956232,1.5348495,0.30431747,,,,,,,,,,,,,,,,,,,,,,-1.1623003
65587,48.0,49.0,50.0,51.0,8.0609684,8.2271118,8.8833303,1.6210457,0.55334795,0.0,0.0,0.0,0.0,3000010121.0,3000010121.0,3000010372.0,3000010121.0,-0.097374073,-0.57056156,0.435927973,-0.31113201,-0.11825731,,,,,-0.097374074,-0.37703007,0.44081929,0.4315125,0.26588914
65621,56.0,57.0,58.0,59.0,8.7253666,8.1008768,8.4447784,2.1085413,0.50882709,0.0,0.0,0.0,0.0,3000010289.0,3000010289.0,3000010289.0,3000010289.0,,,,,,,,,,,,,,
65637,38.0,39.0,40.0,41.0,8.2218571,8.7942877,8.501914999999999,1.5502347,0.32975009,1.0,1.0,1.0,1.0,3000010291.0,3000010291.0,3000010291.0,3000010291.0,,,,,,,,,,,,,,
65647,38.0,39.0,40.0,41.0,8.7085409,8.0676708,8.2324667,1.1720182,0.62189972,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,0.909254816,0.959898541,1.466083866,1.428829746,0.346093405,,,,,0.90925485,1.086925,1.1986465,1.2014771,0.24588181
65684,37.0,38.0,39.0,,8.6098738,8.711803399999999,8.219977400000001,,,0.0,0.0,0.0,,3000010364.0,3000010364.0,,,,,,,,,,,,,,,,
65694,,,,,8.131678599999999,8.3243208,8.724956500000001,1.7238264,0.96838677,,,,,,,,,,,,,,,,,,,,,,
65708,38.0,39.0,40.0,41.0,8.3512478,8.421875,8.6639261,1.2205003,0.42531174,1.0,1.0,1.0,1.0,3000010193.0,3000010193.0,3000010193.0,3000010193.0,,,,,,,,,,,,,,
65740,37.0,38.0,39.0,40.0,8.272253,8.2111225,8.617650999999999,2.1133947,0.29444486,1.0,1.0,1.0,1.0,3000010324.0,3000010324.0,3000010324.0,3000010324.0,0.851213346,-0.372975533,0.6370849000000001,0.616737127,,,,,,0.85121334,0.69240427,0.87575978,0.69847119,
65751,53.0,54.0,55.0,56.0,8.0921936,8.1240425,8.671771000000001,2.0358064,0.85846931,1.0,1.0,1.0,1.0,3000010136.0,3000010136.0,3000010136.0,3000010136.0,0.8822310640000001,0.145580812,0.279034445,-0.503176296,0.03350977,0.400156182,0.133564036,-0.462914902,-0.436564472,0.86861134,0.024537323,-0.0406432,-0.44381678,-0.8845681000000001
65752,,,,41.0,,,,1.7611481,0.078092076,,,,1.0,,,,,,,,-0.521691837,1.12128115,,,,,,,,-0.54034376,1.1212811000000003
65774,45.0,46.0,47.0,48.0,8.7253122,8.4374905,8.5164242,1.5166988,,0.0,0.0,0.0,0.0,3000010352.0,3000010352.0,3000010352.0,3000010352.0,0.380631749,0.035639888,0.7553030009999999,0.970004765,,,,,,0.38063174,0.81267089,0.66685712,0.64631242,
65791,38.0,39.0,40.0,41.0,8.5465031,8.7976398,8.5370932,2.0569777,0.033487566,1.0,1.0,1.0,1.0,3000010110.0,3000010110.0,3000010110.0,3000010110.0,-0.436008924,0.041855741,0.291144568,-0.1323313,-0.112868461,,,,,-0.43600893,0.041855741,0.56298447,-0.90948707,-0.22434509
65847,39.0,40.0,41.0,42.0,8.765704199999998,8.273469,8.2971954,1.4176122,0.43040428,1.0,1.0,1.0,1.0,3000010134.0,3000010134.0,3000010134.0,3000010134.0,0.6415389429999999,-0.211868911,0.0259695,0.002485239,1.730733419,,,,,0.64153892,-0.53365064,-0.64614153,-0.68431443,-0.17173879
65860,,,,,8.473365800000002,8.4398584,8.987330400000003,1.3962712,0.49090731,,,,,,,,,,,,,,,,,,,,,,
65867,61.0,62.0,63.0,64.0,8.556398399999999,7.936544400000002,8.9149675,2.0590546,0.81777668,1.0,1.0,1.0,1.0,3000010309.0,3000010309.0,3000010309.0,3000010309.0,-0.465236025,0.658758207,0.389775349,0.642787233,0.090853286,,,,,-0.63275564,-1.1243442,-0.11420394,-0.31530625,-0.23527355
65873,37.0,38.0,39.0,,8.1080523,8.8573599,8.934676199999998,,,0.0,0.0,0.0,,3000010352.0,3000010352.0,3000010352.0,,0.177309813,0.246507774,,,,,,,,0.17730981,0.67176735,,,
65888,58.0,58.0,59.0,,8.833636300000002,7.9373875,9.0113487,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
65907,40.0,41.0,42.0,43.0,8.0144682,8.716954199999998,8.221715,1.5841758999999995,0.71889514,0.0,0.0,0.0,0.0,3000010368.0,3000010368.0,3000010368.0,3000010368.0,-0.533104494,-0.512185298,-0.827994145,,,,,,,-0.53310448,-0.51218528,-0.70036989,,
65930,,,,,8.1052265,8.469206800000002,9.028079,,,,,,,,,,,-2.54726007,-2.368458367,,,,,,,,-2.5472599999999996,-2.5783918,,,
65936,38.0,39.0,40.0,41.0,8.810317,8.8426065,8.8113871,2.0947392,0.34254813,0.0,0.0,0.0,0.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,-0.926446373,1.019135377,-1.040820122,-0.05991752,-0.6435586179999999,,,,,-0.92644638,0.13332,-0.20604181,-0.20315187,-0.21781066
65968,42.0,43.0,44.0,45.0,8.036688799999999,8.363638900000002,8.4157,2.1064475,0.69740367,1.0,1.0,1.0,1.0,3000010226.0,3000010226.0,3000010226.0,3000010226.0,-0.33802424600000003,0.7525768629999999,-0.060208361,-0.200738416,-1.010575387,-0.7789624490000001,0.19367202100000006,-2.74410772,0.409737005,-0.41814923,0.14529532,-0.86031038,-0.058097977,-0.33477822
65982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66010,,,,,,,,,0.74778092,,,,,,,,,,,,,-0.836235211,,,,,,,,,-0.83623523
66011,42.0,43.0,44.0,45.0,7.9890122,8.440978999999999,8.6738319,1.7010076,0.61437333,0.0,0.0,0.0,0.0,3000010123.0,3000010123.0,3000010123.0,3000010123.0,0.353636389,,,,,,,,,0.35363641,,,,
66021,43.0,44.0,45.0,46.0,8.489871,8.65874,8.4828796,1.6122813,0.1872755,1.0,1.0,1.0,1.0,3000010318.0,3000010289.0,3000010289.0,3000010289.0,-0.354582337,0.026808171,0.025876883,0.953072245,,,,,,-0.35458234,0.44745505,0.14946283,0.95307225,
66029,39.0,40.0,41.200001,42.0,7.9785614,8.740176199999999,8.7223091,1.6520535,0.68211597,0.0,0.0,0.0,0.0,3000010368.0,3000010368.0,3000010364.0,3000010368.0,1.6550144830000002,1.570303903,-1.079909397,0.322871676,0.366798688,,,,,1.6550145,0.82561159,-0.89192438,0.64791662,1.0815932
66048,47.0,48.0,49.0,50.0,8.4482117,8.1809406,8.7521191,1.3197427,0.76885754,0.0,0.0,0.0,0.0,3000010368.0,3000010368.0,3000010368.0,3000010368.0,,,,,,,,,,,,,,
66127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66141,38.0,39.0,40.0,41.0,8.567872,8.281534200000001,8.9442406,1.4654402,0.32623333,1.0,1.0,1.0,1.0,3000010287.0,3000010287.0,3000010287.0,3000010287.0,-1.176814206,-1.509782101,-1.71851245,-2.050336696,-0.19503939,,,,,-1.1768142,-0.78653949,-1.6356156000000002,-1.4194792999999999,-0.45790911
66150,43.0,44.0,45.0,46.0,7.972641900000001,8.016131399999999,8.9387064,1.1916246,0.87265414,0.0,0.0,0.0,0.0,3000010364.0,3000010352.0,3000010364.0,3000010364.0,-1.264243217,1.294196255,-0.389527583,-0.265160029,-0.849027823,,,,,-1.2642431,-0.30211323,-0.2533327,-0.26516002,-0.059339300000000005
66157,30.0,,,,,,,,,0.94545454,,,,1002710454.0,,,,,,,,,,,,,,,,,
66167,39.0,40.0,41.0,42.0,8.432114599999998,8.2387323,8.589662599999999,1.4962865,0.60937279,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,,0.6384334070000001,0.215802335,0.327157375,,,,-0.912842073,0.35901634600000004,,0.63843346,-0.09230704599999999,0.27481854,
66180,,,42.0,,,,8.3290911,,,,,1.0,,,,3000010287.0,,,,0.193079792,,,,,-1.715883724,,,,-0.19199178,,
66189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66193,43.0,44.0,45.0,46.0,8.1283426,8.8724165,8.9206161,1.2484906,0.73964673,0.0,0.0,0.0,0.0,3000010175.0,3000010175.0,3000010175.0,3000010175.0,-0.107296463,0.978417114,0.676662512,0.623567191,1.4379452030000002,,,,,-0.10729647,0.58348,0.35216078,0.67239243,1.3435001
66194,58.0,59.0,60.0,,8.5779076,8.7622671,8.4818821,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
66198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66216,43.0,44.0,45.0,46.0,8.6896582,8.0429926,8.8820496,1.6289526,0.95607477,1.0,1.0,1.0,1.0,,,,,,,,,0.899723472,,,,,,,,,0.21882185
66243,52.0,53.0,54.0,55.0,8.0487738,8.406720199999999,8.9789162,1.3572221000000002,0.47639251,1.0,1.0,1.0,1.0,,,,3000010000.0,,,,,,,,,,,,,,
66253,48.0,49.0,50.0,51.0,8.7792759,8.3635025,8.170948,1.5085788,0.94997829,1.0,1.0,1.0,1.0,3000010289.0,3000010289.0,3000010289.0,3000010289.0,-1.526594636,,-1.395803671,-3.584812196,-0.676858539,,-1.764515747,-0.0017724529999999996,-1.268453817,-1.5265946000000001,-0.48774871,-0.94423157,-1.83758,-0.48427051
66257,,,,,8.7336607,8.729743,8.8412333,2.0659080000000003,0.4873988,,,,,,,,,,,,,,,,,,,,,,
66267,,,,,8.7196712,7.9317875,8.0626364,1.2854921,0.52881718,,,,,,,,,,,,,,,,,,,,,,
66268,53.0,54.0,55.0,56.0,8.3877182,8.63064,8.8812513,1.5605811,0.77241504,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,-3.291169295,-2.839853024,,-2.262497733,,-1.7952887119999998,,,,-2.4934877999999996,-2.8398529999999997,,-1.4263146,
66295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66342,43.0,44.0,45.0,46.0,8.6034889,8.4257164,8.6939898,2.0205762,0.76675451,0.0,0.0,0.0,0.0,3000010119.0,3000010119.0,3000010226.0,3000010119.0,-1.539561619,0.391167808,-0.011202626,-0.054568672,-0.281638373,,-0.021525448,,,-0.53229886,-0.41175829999999997,0.22782925,-1.0849831,-0.53282911
66369,,,,,8.2441845,8.2701216,8.1923628,1.8682269,0.20379649,,,,,,,,,,,,,,,,,,,,,,
66371,47.0,48.0,49.0,50.0,8.8333426,8.492695800000002,8.7672338,2.0900614,0.61992967,0.0,0.0,0.0,0.0,3000010360.0,3000010360.0,3000010360.0,3000010360.0,,,,,,,,,,,,,,
66372,,,,,,,,2.0587487,0.16483125,,,,,,,,,,,-2.203424815,-1.730271071,,,,,,,,-2.2034247000000002,-0.58539075,1.6191014
66379,54.0,55.0,56.0,57.0,8.2552662,8.4191551,8.2424898,1.5939518999999998,0.81308252,1.0,1.0,1.0,1.0,3000010160.0,3000010160.0,3000010160.0,3000010160.0,1.143650708,0.465757584,-0.476674483,-0.523199065,,,,,,1.1436508,0.56011188,-0.47667447,0.35143659,0.22642361
66392,37.0,38.0,39.0,40.0,8.1779747,8.301370599999998,8.7545691,1.4132375,0.35339987,0.0,0.0,0.0,0.0,3000010110.0,3000010110.0,3000010110.0,3000010110.0,-0.323054497,1.022008147,1.240026571,1.706841347,0.512232627,-0.679229431,0.6972393020000001,0.58586813,1.174475876,-0.53463161,0.56001157,0.78371173,1.135561,0.19149671
66393,39.0,40.0,41.0,42.0,8.7738791,8.2246065,8.7483549,1.8435359,0.61233401,1.0,1.0,1.0,1.0,3000010324.0,3000010324.0,3000010324.0,3000010324.0,0.560388057,0.479138747,0.443222608,-0.010209846,0.174548034,,,,,0.35245925,0.31195506,0.14597571,0.24923372,0.78481913
66395,41.0,42.0,43.0,44.0,8.5581837,8.4716225,8.185244599999999,1.7545898000000002,0.74107569,1.0,1.0,1.0,1.0,3000010857.0,3000010857.0,3000010857.0,3000010857.0,,-1.061667549,0.422359838,0.63400774,2.554320937,,,,,,-1.0616676,0.42235985,0.63400775,2.5543207999999997
66400,42.0,43.0,44.0,45.0,8.0292912,8.0477171,8.1476669,1.3460004,0.33853078,1.0,1.0,1.0,1.0,3000010354.0,3000010354.0,3000010354.0,3000010354.0,,,,-0.466347973,-0.065746163,,,,,0.47155329999999995,,,0.17508768,0.34816897
66401,51.0,52.0,53.0,54.0,8.4890194,8.738666499999999,8.4544821,1.8823696,0.2184442,1.0,1.0,1.0,1.0,3000010360.0,3000010360.0,3000010309.0,3000010360.0,0.618358253,0.153976205,-0.17602562,0.957157854,0.158665389,,,,,0.61835825,-0.031289712000000004,0.42249641,0.58611697,0.15866539
66403,39.0,40.0,41.0,42.0,8.8042936,8.0048037,8.8766546,1.3892797,0.14621988,1.0,1.0,1.0,1.0,3000010175.0,3000010175.0,3000010175.0,3000010175.0,-0.057495986,0.393506589,,,,,0.005194725,,,-0.057495985,0.1327766,,,
66407,49.0,50.0,51.0,52.0,8.61973,8.1560431,8.753921499999999,1.441901,0.40180027,1.0,1.0,1.0,1.0,3000010260.0,3000010260.0,3000010260.0,3000010260.0,1.895715571,2.933821859,1.590526804,,,0.703392068,0.497544979,,,0.81907803,1.4804429,1.6242622,,
66411,,,,41.0,,,,1.7766515,0.26387841,,,,0.0,,,,3000010291.0,,,,,,,,,,,,,,
66421,37.0,38.0,39.0,40.0,8.871216800000003,8.6867275,9.0116606,1.1449382,0.79605144,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,0.796145508,0.028587654,0.940021634,0.463733378,0.331700891,1.76314338,0.321342183,-0.537491499,1.191017426,1.3837728999999999,-0.1412105,0.48143902,0.87178522,1.0706686
66426,38.0,39.0,40.0,41.0,8.8326101,8.6388245,8.8495884,1.4744653,0.12280257,1.0,1.0,1.0,1.0,3000010362.0,3000010190.0,3000010362.0,3000010362.0,0.019342447,1.632348308,0.324103022,1.032522607,0.999386964,,,,,0.019342448999999998,1.6323483,0.32410303,1.0325226,0.99938697
66453,40.0,41.0,42.0,43.0,8.470777499999999,8.6233234,8.5851679,1.4223001,0.9902209,1.0,1.0,1.0,1.0,3000010362.0,3000010362.0,3000010362.0,3000010362.0,-0.107316375,0.045155040999999986,0.108147865,0.360899937,0.239620188,,,,,-0.10731637,0.97535396,0.69242489,0.34858021,0.23962019
66461,51.0,52.0,53.0,54.0,8.1587849,8.6336756,8.2107954,1.214304,0.22935128,0.0,0.0,0.0,0.0,3000010226.0,3000010226.0,3000010226.0,3000010226.0,,-1.981114946,-0.7696339459999999,-2.712831291,,,-0.063523646,-0.184049959,-0.483030186,,-0.66679585,-0.001605546,-1.5160398000000002,
66470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66515,39.0,40.0,41.0,42.0,8.383017500000001,8.420563699999999,8.0863543,1.2433239,0.46274021,1.0,1.0,1.0,1.0,3000010288.0,3000010288.0,3000010288.0,3000010288.0,1.469642677,1.247073225,1.0043364540000002,,,,,,,0.73927081,0.67643642,0.76162422,,
66530,40.0,41.0,42.0,43.0,8.450062800000001,8.768669099999999,8.7431459,1.1499921,0.092943013,0.0,0.0,0.0,0.0,3000010354.0,3000010354.0,3000010354.0,3000010354.0,-0.887684302,-0.163097019,-0.7529304609999999,-1.04779142,-0.8511375990000001,,,,,-0.88768435,0.61385596,-0.54584545,-0.77104157,-0.4367066
66534,,,,,8.0851364,8.4831171,8.2121449,1.4716056999999998,0.77452528,,,,,,,,,,,,,,,,,,,,,,
66545,59.0,60.0,61.0,,8.600863499999999,8.0204458,8.2297897,,,0.0,0.0,0.0,,3000010175.0,3000010175.0,3000010175.0,,,,,,,,,,,,,,,
66573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
